문장,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타혐오,악플/욕설,clean,source
"역사적으로 과메기에 대한 직접적인 언급은 없으나, 1809년 살림 및 요리책인 규함총서에서 관목이 언급되었고 여지도서에서 영일현의 산물이 청어이며 공물로 관목을 바쳤다는 기록이 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"분리주의자들은 그들이 우월하다고 생각하지는 않으며, 다른 인종에게 적대감을 나타내지는 않으나, 다만 인종의 분리를 주장한다. 라스타파리와 타 흑민족주의적 단체들은 강력한 인종적 자긍심과 흑문화 르네상스를 주창한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"본관은 전주이고, 초명은 승룡, 호는 우남이다.",0,0,0,0,0,0,0,0,0,0,hatescore
기독교에는 많은 종파가 있고 크게 서방 기독교와 동방 기독교로 나뉜다.,0,0,0,0,0,0,0,0,0,0,hatescore
"캄보디아의 수도이자 가장 큰 도시는 프놈펜으로, 정치, 문화, 경제의 중심지이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"세계에서 50번째로 면적이 넓은 국가이며, 22번째로 인구가 많은 국가이기도 하다.",0,0,0,0,0,0,0,0,0,0,hatescore
샤캬족의 국가인 샤캬 공화국에서 국왕 슈도다나의 장남으로 태어났다.,0,0,0,0,0,0,0,0,0,0,hatescore
정월 대보름에는 금오산의 금오제단에서 시장이 헌관으로 참여하는 금오대제가 열린다.,0,0,0,0,0,0,0,0,0,0,hatescore
"전라도는 전라북도와 전라남도, 광주광역시, 제주특별자치도 일대를 관할했던 행정구역으로 호남 지방에 해당한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"""첫째, 페미니스트는 돈을 받고 성관계를 제공하는 여성에 대한 형사 처벌을 강요하는 현행 법률 정책을 비판한다. 둘째, 여성주의자는 돈을 주고 받거나 그렇지 않거나, 합법적인 성관계의 필수불가결한 요소는 성관계에 대한 명확한 합의라는 점에 동의한다. 셋째, 모든 여성주의자들은 상업적 성 노동자들이 경제적 강요를 당하고 종종 폭력의 희생자가 되지만 이러한 문제를 다루기 위한 노력은 거의 이루어지지 않는다는 것을 알고 있다."" 계속해서, 뉴먼과 화이트는 매춘 문제에 대해 성 노동으로서의 관점, 폐지론자로서의 관점, 불복종으로서의 관점의 세 가지 주요한 여성주의적 견해를 밝힌다.",0,0,0,0,0,0,0,0,0,0,hatescore
"일본 천황은 일본의 군주로, 일본 황실의 대표이자 일본의 상징적인 국가 원수이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"글로벌금융위기로 같은 해 4분기 들어 미국과 일본, 유럽 선진국들의 GDP 성장률이 일제히 마이너스로 돌아섰다.",0,0,0,0,0,0,0,0,0,0,hatescore
"2005년 6월 23일 여성부를 개편하여 발족하였으며, 2008년 2월 28일 여성부로 개편되면서 이름이 바뀌었다.",0,0,0,0,0,0,0,0,0,0,hatescore
시청은 10개의 광역동 중 신중동에 위치한다.,0,0,0,0,0,0,0,0,0,0,hatescore
초기 자유주의 여성주의자들은 오직 백인 남성들만이 인간으로서 인정받을 자격이 있다는 생각과 맞서 싸워야 하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
현재 시리아 내전이 일어나고 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
2011년 12월부터는 새누리당 비상대책위원장을 지내며 당 혁신 작업을 지휘하였고 2012년 제19대 총선을 승리로 이끌었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"그리스도는 [크리스트교]] 신약성경에서 예수를 대표하는 제목으로 사용한다.크리스트교 영향에 따라 일반적으로 그리스도는 나자렛 예수와 동의어로 간주한다. 그러나 그리스도의 실제적 의미는 고대 그리스어: Χρίω 크리오[*]→기름 붓는다에서 온 단어로, '기름 부음을 받은 자'라는 뜻이다. 일반적으로 알려지지 않은 것은 그리스도는 기름 부음을 주는 자라는 뜻을 함께 가지고 있다. 예수를 하느님으로 여긴다. 예수가 타나크(크리스트교인들은 '구약'이라고 함 에서 예언된 그리스도, 또는 메시아라는 것을 믿는 종교인 기독교의 '기독'은 그리스도를 한자로 음역한 것을 줄인 것으로, 크리스트교인을 뜻하는 말인 크리스천은 같은 뜻의 영어: Christian을 한글로 표기한 것이다.",0,0,0,0,0,0,0,0,0,0,hatescore
북쪽으로는 사우디아라비아와 인접해 있으며 동쪽으로는 오만과 인접해 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
1949년 건국훈장 대한민국장에 서훈되었다.,0,0,0,0,0,0,0,0,0,0,hatescore
마초는 스페인어 machismo/maˈtʃizmo/에서 온 명사이며 지나친 남자다움을 이야기한다.,0,0,0,0,0,0,0,0,0,0,hatescore
이러한 차별적 관행에 맞서 싸우는 것을 돕기 위한 몇 가지 항의와 옹호 노력이 있었다.,0,0,0,0,0,0,0,0,0,0,hatescore
지역은 지리적인 면에서 다른 곳과는 구별되는 지표상의 공간적 범위를 일컫는다.,0,0,0,0,0,0,0,0,0,0,hatescore
국가의 행정은 국가 기관 그 자체에 의하여 처리되는 것도 있고 독립된 지방 정부를 만들어 지방 자치 단체로 하여금 그것을 처리하게 하는 것도 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"1995년 광역시 체제 출범 당시에는 기존의 직할시였던 부산, 대구, 인천, 광주, 대전만이 있었으나 1997년에 경상남도 울산시가 광역시로 승격하여 현재는 총 6곳이 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
병과는 포병이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"메갈리아는 대한민국의 커뮤니티 사이트로, 여성혐오를 그대로 남성에게 돌려준다는 ‘미러링’을 사회 운동 전략으로 삼아 주목을 받았다.",0,0,0,0,0,0,0,0,0,0,hatescore
특별·광역시 중 관할 면적이 가장 넓지만 인구는 가장 적다.,0,0,0,0,0,0,0,0,0,0,hatescore
목사는 개신교의 성직자이다.,0,0,0,0,0,0,0,0,0,0,hatescore
실제로 콘스탄츠 공의회에서 이들 네 왕국은 하나의 정체처럼 한 표를 행사했다.,0,0,0,0,0,0,0,0,0,0,hatescore
또한 다른 한편으로 북한이 대북지원을 요구하며 수차례 집요하게 남북 정상회담 개최를 요구해 왔지만 원칙 있는 대북 정책을 위해 이를 거부했다.,0,0,0,0,0,0,0,0,0,0,hatescore
"일본에서는 2020년 올림픽을 앞두고 재일 외국인, 특히 재일 한국인 및 재일 중국인, 재일 타이완인에 대한 차별 및 증오언설을 금지하는 법안을 제정을 추진중에 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"34개의 지방들이 있으며, 이중 5개가 특별 지위를 가지고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"도쿄는 세계 최대의 지하철 교통망을 가지고 있으며, 세계에서 가장 큰 도시 광역권을 구성한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"현재 인도인의 의미는 주로 인도의 국적을 보유하는 사람을 말하며, 보통 북인도 지역에 주로 거주하며 인도아리아어군의 언어를 사용하는 인도아리아인 계열과 남인도 지역에 주로 거주하며 드라비다어군의 언어를 사용하는 드라비다인 계열로 나뉜다.",0,0,0,0,0,0,0,0,0,0,hatescore
"미합중국, 약칭 합중국 또는 미국 은 주 50개와 특별구 1개로 이루어진 연방제 공화국이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"뉴욕은 미합중국 북동부, 뉴욕주의 남쪽 끝에 있는 도시이다.",0,0,0,0,0,0,0,0,0,0,hatescore
강간에 비하면 성적 폭행은 훨씬 넓은 개념을 포함한다.,0,0,0,0,0,0,0,0,0,0,hatescore
여성공포증은 비정상적으로 여성을 두려워하는 사회공포증의 일종이다.,0,0,0,0,0,0,0,0,0,0,hatescore
카리브 해에는 콘 제도나 미스키토 제도가 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
행정구역은 3시 8군이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"종래의 보편주의가 사적인 다의성을 허용하면서 공적 영역에서는 단일의 공통문화가 있을 수 있다는 것을 전제로 한 것에 대해 다문화주의는 공적 영역 내에 문화의 다양성ㆍ복수성이 내포되어야 한다고 보고, 극단적인 경우에는 단일의 공통문화의 가능성을 부정하는 경우도 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"이슬람교 또는 회교는 무함마드가 유일신 알라의 사도이자 예언자라고 가르치는 아브라함계 유일신교로, 불교, 기독교, 유대교, 힌두교와 함께 세계 5대 종교의 하나이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"1999년 8월 31일, 전두환은 김중권 대통령 비서실장과의 골프회동에서 정계복귀에 대한 여운을 남겼다.",0,0,0,0,0,0,0,0,0,0,hatescore
"동쪽으로 대전광역시, 세종특별자치시, 충청북도와 접하고, 서쪽은 황해가 있고, 남쪽으로 전라북도, 북쪽으로는 경기도와 접한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"동쪽으로는 아카바 만과 홍해가 있으며, 남쪽으로는 수단, 서쪽으로는 리비아가 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"2001년 말, 유엔 안전보장이사회는 북대서양 조약기구 군대로 구성된 국제 안보 지원군 창설을 승인하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
군인들은 또한 장교와 부사관과 병으로 구분된다.,0,0,0,0,0,0,0,0,0,0,hatescore
다른 이들은 그 어떠한 조직이라도 집중화되어 있다면 이는 남성중심적 가족 구조에 기반한 것이며 개혁되고 교체되어야 한다고 주장한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"1999년 4월 대법원으로부터 벌금 400만원이 확정되었으나, 2000년 8월 광복절 특사로 사면복권된 후, 민선 3기 32대 서울특별시장에 당선돼 청계천 복원 사업, 서울시 대중교통 환승체계 구축 서울숲 조성 등의 업적을 남겼다.",0,0,0,0,0,0,0,0,0,0,hatescore
또한 가족 단위에서는 아버지 또는 아버지에 해당하는 인물이 여성과 아동에 대한 권위를 가진다.,0,0,0,0,0,0,0,0,0,0,hatescore
"해방 직후 귀국해 포항에서 가난한 어린 시절을 보냈다. 고등학교를 졸업 후 서울로 이사하여 막노동을 비롯해 온갖 잡일을 하던 중 청계천 헌책방 주인에게 얻은 책으로 대입 준비에 들어갔고, 어머니가 좌판 일을 하던 이태원 시장의 상인들 도움으로 등록금을 마련해 고려대학교 상과대학에 입학했다.",0,0,0,0,0,0,0,0,0,0,hatescore
"미야코, 교라고도 불렸다.",0,0,0,0,0,0,0,0,0,0,hatescore
강세를 베트남어에서는 성조라 할 수 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"1980년대부터 용어의 의미가 변화하기 시작했는데, 1993년 미국 식품의약국에서는 ""성별""이란 단어 대신 ""젠더""를 사용하기 시작하였다가 이후 2011년 다시 용어를 재정립하여 ""성별""은 생물학적 구분으로 ""젠더""는 ""개인의 남성 또는 여성으로서의 자가 표현, 또는 해당 개인의 젠더 표현에 따른 사회 제도권에서의 취급""의 의미로 사용하기 시작하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
 또한 세계에서 네 번째로 수출이 많으며 다섯 번째로 수입이 많은 나라다.,0,0,0,0,0,0,0,0,0,0,hatescore
순창군은 대한민국 전라북도 남부에 있는 군이다.,0,0,0,0,0,0,0,0,0,0,hatescore
신학은 전통적으로 하나님 그 자체를 정경이나 이성을 통하여 직접적으로 연구하거나 신과 관련된 교리와 방법에 대해 연구하는 학문이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"임신은 대개 자연적인 성관계를 통해 이루어지지만, 인공수정과 같은 방법으로 이루어지기도 한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"북부가 승리하면서 영구적인 국가 분열 사태를 막았으며, 미국에서 노예제가 폐지되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"프로스포츠 산업, 컬러 텔레비전 보급, 포르노 영화 장려로 대표되는 3S 정책 또한 이러한 정책의 일환이었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"대한민국의 대중화인민공화국 수출은 1421억2000만 미국 달러, 중화인민공화국의 대대한민국 수출은 978억6011만 미국 달러에 달하여 중화인민공화국은 대한민국에 있어서 제1의 수출·수입국이다.",0,0,0,0,0,0,0,0,0,0,hatescore
신나치주의는 제2차 세계 대전 및 나치 독일 이후에 나치즘을 일부 수정하거나 재수용하는 사상이나 움직임이다.,0,0,0,0,0,0,0,0,0,0,hatescore
실제로 한국의 대외신인도를 나타내는 신용부도스와프 프리미엄이 급등하는 등 한국의 부도위험은 사상 최고수준으로 치솟았다.,0,0,0,0,0,0,0,0,0,0,hatescore
"현재 용광로 이론은 사회 전반에 걸쳐서는 잘 사용되지 않고, 다만 학술적, 정책적 토론회 중 어떻게 이주민들을 사회에 잘 적응시킬 수 있을 것인가에 대하여 논의하는 과정에서는 종종 등장하고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"또한, 여성학은 비평 이론과 후기-구조주의, 퀴어 이론 분야와 연관돼서 독해되기도 한다.",0,0,0,0,0,0,0,0,0,0,hatescore
동성애 관계에 있는 여성들은 이러한 정의에 두 가지 방식으로 반응하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
1년후에는 광주광역시에 5·18을 무력으로 진압한 후 간접 선거를 통해 대통령직에 취임하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
"2005년 다시 청와대에 들어가 대통령비서실 시민사회수석, 민정수석, 정무특보를 거쳐 참여정부 마지막 대통령비서실장을 지냈다.",0,0,0,0,0,0,0,0,0,0,hatescore
"1995년 아제르바이잔 지하철 화재 참사, 1995년 대구 상인동 가스 폭발 사고와 함께 세계 3대 최악의 지하철 사고로 꼽힌다.",0,0,0,0,0,0,0,0,0,0,hatescore
포항시는 환동해지역본부가 설치되어 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"반면, 올리브유와 아마인유는 불포화되어 있고 액체이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"인종에 대한 개념과 인종을 결정짓는 행위는 많은 경우 논란을 일으키는데, 그것은 인종이 사회 정체성과 정체성의 정치에 미치는 영향 때문이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"서울의 면적은 605.2 km2로 대한민국 면적의 0.6%이고, 인구는 약 950만 명으로 대한민국 인구의 17%를 차지한다.",0,0,0,0,0,0,0,0,0,0,hatescore
아프리카와 아시아는 수에즈운하를 경계로 만난다.,0,0,0,0,0,0,0,0,0,0,hatescore
"대한민국이 실효지배 중인 독도에 대해 일본도 영유권을 주장하면서 영토 문제가 발생하고 있으며, 동해의 명명에 관한 분쟁이 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
장교는 한국군에서 위관급 이상의 계급의 간부를 말한다.,0,0,0,0,0,0,0,0,0,0,hatescore
식물성 쇼트닝을 만들기 위해 식물성 기름과 같은 액체 시스-불포화 지방은 수소화되어 보다 바람직한 물리적 특성을 갖는 포화 지방을 생성한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이는 성 차별, 여성에 대한 부정과 비하, 여성에 대한 폭력, 남성우월주의 사상, 여성의 성적 대상화를 포함한 여러가지 방식으로 나타나며, 고대 세계에 관한 신화 뿐만 아니라 여러 종교 신화 및 이슬람교와 같은 일부 종교 속에서도 발견된다.",0,0,0,0,0,0,0,0,0,0,hatescore
"부동산 정책은 전반적으로 실패했다는 평가를 받았고, 1997년 IMF 외환위기 이후 노무현 정부에서 소득 분배 지표가 더욱 악화되어 서민경제의 파탄을 초래했다는 비판도 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"인도 공화국, 약칭 인도는 남아시아에 있는 나라로, 인도 아대륙의 거의 대부분을 차지하고 있는 국가이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"2년마다 광주 비엔날레가 열리고, 아시아문화중심도시 조성 사업이 국책으로 진행됐다.",0,0,0,0,0,0,0,0,0,0,hatescore
성소수자는 인사로서의 지위와 의무를 결정하는 '정신적 장애'나 '인성 장애'를 가진 것으로 표시할 수 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
그들은 그 어떤 정부나 관습도 개인의 자유 행사를 금지할 수 없다고 믿었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"특히 인권의 정의에서 '권리'나 '인간'이라는 개념의 범위에 대해서도 논쟁이 끊이지 않으며, 그 해석이 체제나 사람에 따라 달라 법제와 의견의 차가 발생하여 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
기독교는 기원 후 1세기 로마 제국의 지배를 받던 유대 지방의 유대교 종파로 출발했다.,0,0,0,0,0,0,0,0,0,0,hatescore
